P,1,1,1.12,0.1386,0,-0.01948,0,0.28,0,0.07794,0,0.5546
C,1.039,1,1.397,1.063,1,1.571,0.07
S,1.063,1,1.571,0.105
C,1.032,1.14,1.348,1.032,1.21,1.348,0.05
C,1.032,1.21,1.348,0.9779,1.21,1.144,0.042
C,0.9779,1.21,1.144,1.356,1.21,1.139,0.042
C,1.032,0.86,1.348,1.032,0.79,1.348,0.05
C,1.032,0.79,1.348,0.9237,0.79,1.167,0.042
C,0.9237,0.79,1.167,1.269,0.8112,1.016,0.042
C,0.961,1.07,0.8427,0.8589,1.07,0.4353,0.07
C,0.8589,1.07,0.4353,0.6302,1.07,0.1344,0.042
C,0.608,1.07,0.1262,0.6917,1.07,-0.03768,0.028
C,0.961,0.93,0.8427,1.091,0.93,0.4435,0.07
C,1.091,0.93,0.4435,0.7141,0.93,0.4682,0.042
C,0.7079,0.93,0.4808,0.7618,0.93,0.3047,0.028
