P,1,1,1.12,0.1386,0,-0.01948,0,0.28,0,0.07794,0,0.5546
C,1.039,1,1.397,1.063,1,1.571,0.07
S,1.063,1,1.571,0.105
C,1.032,1.14,1.348,1.032,1.21,1.348,0.05
C,1.032,1.21,1.348,0.9905,1.21,1.142,0.042
C,0.9905,1.21,1.142,1.366,1.21,1.179,0.042
C,1.032,0.86,1.348,1.032,0.79,1.348,0.05
C,1.032,0.79,1.348,0.9128,0.79,1.174,0.042
C,0.9128,0.79,1.174,1.247,0.8204,1.001,0.042
C,0.961,1.07,0.8427,0.8098,1.07,0.4509,0.07
C,0.8098,1.07,0.4509,0.4894,1.07,0.6516,0.042
C,0.4793,1.07,0.673,0.4254,1.07,0.497,0.028
C,0.961,0.93,0.8427,1.139,0.93,0.4625,0.07
C,1.139,0.93,0.4625,1.081,0.93,0.08902,0.042
C,1.068,0.93,0.08399,1.229,0.93,-0.005043,0.028
