P,0.414,0.288,1.167,0.14,0,0,0,0.28,0,0,0,0.56
C,0.414,0.288,1.447,0.414,0.288,1.622,0.07
S,0.414,0.288,1.622,0.105
C,0.414,0.428,1.397,0.414,0.498,1.397,0.05
C,0.414,0.498,1.397,0.4182,0.498,1.187,0.042
C,0.4182,0.498,1.187,0.4922,0.498,0.8163,0.042
C,0.414,0.148,1.397,0.414,0.078,1.397,0.05
C,0.414,0.078,1.397,0.4635,0.078,1.193,0.042
C,0.4635,0.078,1.193,0.6739,0.078,0.8788,0.042
C,0.414,0.358,0.887,0.5577,0.358,0.4924,0.07
C,0.5577,0.358,0.4924,0.3356,0.358,0.1864,0.042
C,0.3139,0.358,0.179,0.4893,0.358,0.1232,0.028
C,0.414,0.218,0.887,0.4141,0.218,0.467,0.07
C,0.4141,0.218,0.467,0.3879,0.218,0.08981,0.042
C,0.3726,0.218,0.07818,0.5548,0.218,0.05467,0.028
