1 0.795287 0.795717 
1.18367 0.705739 0.706027 
1.36735 0.649618 0.64969 
1.55102 0.613698 0.613885 
1.73469 0.590434 0.590338 
1.91837 0.575308 0.575505 
2.10204 0.565523 0.565249 
2.28571 0.559301 0.55959 
2.46939 0.555489 0.555656 
2.65306 0.553325 0.553505 
2.83673 0.552295 0.552105 
3.02041 0.55205 0.552655 
3.20408 0.55235 0.55242 
3.38776 0.553026 0.552553 
3.57143 0.553958 0.554706 
3.7551 0.555063 0.554699 
3.93878 0.556279 0.556609 
4.12245 0.557563 0.557838 
4.30612 0.558884 0.558635 
4.4898 0.560219 0.561103 
4.67347 0.561551 0.56145 
4.85714 0.56287 0.56234 
5.04082 0.564167 0.563957 
5.22449 0.565436 0.565184 
5.40816 0.566673 0.566482 
5.59184 0.567876 0.568036 
5.77551 0.569045 0.568913 
5.95918 0.570177 0.569576 
6.14286 0.571273 0.571148 
6.32653 0.572333 0.572977 
6.5102 0.573358 0.573563 
6.69388 0.574348 0.574216 
6.87755 0.575305 0.575503 
7.06122 0.57623 0.575919 
7.2449 0.577123 0.576783 
7.42857 0.577986 0.57753 
7.61224 0.57882 0.578823 
7.79592 0.579627 0.579908 
7.97959 0.580406 0.58012 
8.16327 0.58116 0.581072 
8.34694 0.581889 0.58191 
8.53061 0.582594 0.583112 
8.71429 0.583277 0.583441 
8.89796 0.583938 0.583944 
9.08163 0.584578 0.584813 
9.26531 0.585198 0.585095 
9.44898 0.585799 0.586221 
9.63265 0.586382 0.586666 
9.81633 0.586948 0.587194 
10 0.587496 0.587134 
