P,0.414,0.288,1.167,0.14,0,0,0,0.28,0,0,0,0.56
C,0.414,0.288,1.447,0.414,0.288,1.622,0.07
S,0.414,0.288,1.622,0.105
C,0.414,0.428,1.397,0.414,0.498,1.397,0.05
C,0.414,0.498,1.397,0.3953,0.498,1.188,0.042
C,0.3953,0.498,1.188,0.3956,0.498,0.8098,0.042
C,0.414,0.148,1.397,0.414,0.078,1.397,0.05
C,0.414,0.078,1.397,0.4854,0.078,1.2,0.042
C,0.4854,0.078,1.2,0.7531,0.078,0.9325,0.042
C,0.414,0.358,0.887,0.6241,0.358,0.5233,0.07
C,0.6241,0.358,0.5233,0.6241,0.358,0.1453,0.042
C,0.6109,0.358,0.1264,0.7933,0.358,0.1505,0.028
C,0.414,0.218,0.887,0.3411,0.218,0.4734,0.07
C,0.3411,0.218,0.4734,0.09836,0.218,0.1835,0.042
C,0.07917,0.218,0.1831,0.2341,0.218,0.08434,0.028
