P,0.414,0.288,1.167,0.14,0,0,0,0.28,0,0,0,0.56
C,0.414,0.288,1.447,0.414,0.288,1.622,0.07
S,0.414,0.288,1.622,0.105
C,0.414,0.428,1.397,0.414,0.498,1.397,0.05
C,0.414,0.498,1.397,0.4041,0.498,1.187,0.042
C,0.4041,0.498,1.187,0.4327,0.498,0.8103,0.042
C,0.414,0.148,1.397,0.414,0.078,1.397,0.05
C,0.414,0.078,1.397,0.4771,0.078,1.197,0.042
C,0.4771,0.078,1.197,0.724,0.078,0.9104,0.042
C,0.414,0.358,0.887,0.5994,0.358,0.5101,0.07
C,0.5994,0.358,0.5101,0.4611,0.358,0.1583,0.042
C,0.4419,0.358,0.1456,0.6248,0.358,0.1244,0.028
C,0.414,0.218,0.887,0.3689,0.218,0.4694,0.07
C,0.3689,0.218,0.4694,0.2489,0.218,0.1109,0.042
C,0.2312,0.218,0.1034,0.4055,0.218,0.04544,0.028
